1	Dec  7, 2024 19:51:11.328010000 -03	192.168.1.95	185.131.204.20			0x0002	0.000000000
2	Dec  7, 2024 19:51:11.328514000 -03	192.168.1.1,192.168.1.95	192.168.1.95,185.131.204.20		11	0x0002	0.000504000
3	Dec  7, 2024 19:51:11.378095000 -03	192.168.1.95	185.131.204.20			0x0002	0.049581000
4	Dec  7, 2024 19:51:11.383329000 -03	190.20.192.1,192.168.1.95	192.168.1.95,185.131.204.20		11		0.005234000
5	Dec  7, 2024 19:51:11.428456000 -03	192.168.1.95	185.131.204.20			0x0002	0.045127000
6	Dec  7, 2024 19:51:11.432425000 -03	10.50.3.21,192.168.1.95	192.168.1.95,185.131.204.20		11		0.003969000
7	Dec  7, 2024 19:51:11.477581000 -03	192.168.1.95	185.131.204.20			0x0002	0.045156000
8	Dec  7, 2024 19:51:11.489091000 -03	10.50.3.22,192.168.1.95	192.168.1.95,185.131.204.20		11		0.011510000
9	Dec  7, 2024 19:51:11.527631000 -03	192.168.1.95	185.131.204.20			0x0002	0.038540000
10	Dec  7, 2024 19:51:16.528174000 -03	192.168.1.95	185.131.204.20			0x0002	5.000543000
11	Dec  7, 2024 19:51:16.534073000 -03	5.53.0.144,192.168.1.95	192.168.1.95,185.131.204.20		11	0x0002	0.005899000
12	Dec  7, 2024 19:51:16.578954000 -03	192.168.1.95	185.131.204.20			0x0002	0.044881000
16	Dec  7, 2024 19:51:21.579831000 -03	192.168.1.95	185.131.204.20			0x0002	0.039444000
17	Dec  7, 2024 19:51:26.579935000 -03	192.168.1.95	185.131.204.20			0x0002	5.000104000
18	Dec  7, 2024 19:51:26.680554000 -03	213.140.43.206,192.168.1.95	192.168.1.95,185.131.204.20		11	0x0002	0.100619000
19	Dec  7, 2024 19:51:26.680776000 -03	192.168.1.95	185.131.204.20			0x0002	0.000222000
23	Dec  7, 2024 19:51:31.680994000 -03	192.168.1.95	185.131.204.20			0x0002	0.385201000
25	Dec  7, 2024 19:51:36.681956000 -03	192.168.1.95	185.131.204.20			0x0002	4.716198000
26	Dec  7, 2024 19:51:41.682225000 -03	192.168.1.95	185.131.204.20			0x0002	5.000269000
28	Dec  7, 2024 19:51:46.682297000 -03	192.168.1.95	185.131.204.20			0x0002	0.146574000
29	Dec  7, 2024 19:51:51.682384000 -03	192.168.1.95	185.131.204.20			0x0002	5.000087000
30	Dec  7, 2024 19:51:56.682707000 -03	192.168.1.95	185.131.204.20			0x0002	5.000323000
31	Dec  7, 2024 19:51:56.905886000 -03	84.116.132.177,192.168.1.95	192.168.1.95,185.131.204.20		11	0x0002	0.223179000
32	Dec  7, 2024 19:51:56.906025000 -03	192.168.1.95	185.131.204.20			0x0002	0.000139000
34	Dec  7, 2024 19:52:01.907263000 -03	192.168.1.95	185.131.204.20			0x0002	0.074502000
39	Dec  7, 2024 19:52:06.908754000 -03	192.168.1.95	185.131.204.20			0x0002	0.076341000
40	Dec  7, 2024 19:52:07.134086000 -03	212.161.150.165,192.168.1.95	192.168.1.95,185.131.204.20		11	0x0002	0.225332000
41	Dec  7, 2024 19:52:07.134254000 -03	192.168.1.95	185.131.204.20			0x0002	0.000168000
42	Dec  7, 2024 19:52:12.135145000 -03	192.168.1.95	185.131.204.20			0x0002	5.000891000
44	Dec  7, 2024 19:52:17.135933000 -03	192.168.1.95	185.131.204.20			0x0002	0.730013000
45	Dec  7, 2024 19:52:17.367808000 -03	84.20.39.214,192.168.1.95	192.168.1.95,185.131.204.20		11		0.231875000
46	Dec  7, 2024 19:52:17.367982000 -03	192.168.1.95	185.131.204.20			0x0002	0.000174000
47	Dec  7, 2024 19:52:17.597501000 -03	84.20.40.252,192.168.1.95	192.168.1.95,185.131.204.20		11		0.229519000
48	Dec  7, 2024 19:52:17.597667000 -03	192.168.1.95	185.131.204.20			0x0002	0.000166000
49	Dec  7, 2024 19:52:22.598752000 -03	192.168.1.95	185.131.204.20			0x0002	5.001085000
50	Dec  7, 2024 19:52:27.599832000 -03	192.168.1.95	185.131.204.20			0x0002	5.001080000
52	Dec  7, 2024 19:52:32.600992000 -03	192.168.1.95	185.131.204.20			0x0002	0.608570000
53	Dec  7, 2024 19:52:37.601347000 -03	192.168.1.95	185.131.204.20			0x0002	5.000355000
56	Dec  7, 2024 19:52:42.602488000 -03	192.168.1.95	185.131.204.20			0x0002	0.203782000
58	Dec  7, 2024 19:52:47.603151000 -03	192.168.1.95	185.131.204.20			0x0002	0.570585000
59	Dec  7, 2024 19:52:52.603389000 -03	192.168.1.95	185.131.204.20			0x0002	5.000238000
60	Dec  7, 2024 19:52:57.604324000 -03	192.168.1.95	185.131.204.20			0x0002	5.000935000
62	Dec  7, 2024 19:53:02.605674000 -03	192.168.1.95	185.131.204.20			0x0002	0.293272000
